510212014|1027|125|1|532|44|F|2025-06-02
510218302|1027|125|1|532|0|A|2025-06-02
510222127|1027|125|1|532|56|P|2025-06-02
510227894|1027|125|1|532|0|A|2025-06-02
510228634|1027|125|1|532|46|F|2025-06-02
510267140|1027|125|1|532|0|A|2025-06-02
510272187|1027|125|1|532|0|A|2025-06-02
510280076|1027|125|1|532|52|P|2025-06-02
510281972|1027|125|1|532|0|A|2025-06-02
510286970|1027|125|1|532|0|A|2025-06-02
510287855|1027|125|1|532|53|P|2025-06-02
510288130|1027|125|1|532|39|F|2025-06-02
510289697|1027|125|1|532|39|F|2025-06-02
510290127|1027|125|1|532|11|F|2025-06-02
510294771|1027|125|1|532|49|F|2025-06-02
510308390|1027|125|1|532|0|A|2025-06-02
510310279|1027|125|1|532|0|A|2025-06-02
510314753|1027|125|1|532|0|A|2025-06-02
510315467|1027|125|1|532|54|P|2025-06-02
510316493|1027|125|1|532|0|A|2025-06-02
510316615|1027|125|1|532|41|F|2025-06-02
510318408|1027|125|1|532|0|A|2025-06-02
510325099|1027|125|1|532|25|F|2025-06-02
510326601|1027|125|1|532|40|F|2025-06-02
510330822|1027|125|1|532|52|P|2025-06-02
510334203|1027|125|1|532|55|P|2025-06-02
510336468|1027|125|1|532|38|F|2025-06-02
510339748|1027|125|1|532|35|F|2025-06-02
510341737|1027|125|1|532|52|P|2025-06-02
510341856|1027|125|1|532|39|F|2025-06-02
510341984|1027|125|1|532|0|A|2025-06-02
510346255|1027|125|1|532|0|A|2025-06-02
510346283|1027|125|1|532|45|F|2025-06-02
510347259|1027|125|1|532|0|A|2025-06-02
510351910|1027|125|1|532|0|A|2025-06-02
510352036|1027|125|1|532|0|A|2025-06-02
510363227|1027|125|1|532|0|A|2025-06-02
510366018|1027|125|1|532|30|F|2025-06-02
510369741|1027|125|1|532|41|F|2025-06-02
510388980|1027|125|1|532|39|F|2025-06-02
510397024|1027|125|1|532|62|P|2025-06-02
510399600|1027|125|1|532|50|P|2025-06-02
510406136|1027|125|1|532|0|A|2025-06-02
510416468|1027|125|1|532|55|P|2025-06-02
510420488|1027|125|1|532|31|F|2025-06-02
510426306|1027|125|1|532|50|P|2025-06-02
510435504|1027|125|1|532|0|A|2025-06-02
510438492|1027|125|1|532|0|A|2025-06-02
510442689|1027|125|1|532|35|F|2025-06-02
510455644|1027|125|1|532|53|P|2025-06-02
510463572|1027|125|1|532|0|A|2025-06-02
510463622|1027|125|1|532|38|F|2025-06-02
510480021|1027|125|1|532|0|A|2025-06-02
510486026|1027|125|1|532|0|A|2025-06-02
510485650|1027|125|1|532|0|A|2025-06-02
510494203|1027|125|1|532|47|F|2025-06-02
510501890|1027|125|1|532|41|F|2025-06-02
510504160|1027|125|1|532|44|F|2025-06-02
510511913|1027|125|1|532|45|F|2025-06-02
510513636|1027|125|1|532|54|P|2025-06-02
510516344|1027|125|1|532|0|A|2025-06-02
510527967|1027|125|1|532|0|A|2025-06-02
510529306|1027|125|1|532|0|A|2025-06-02
510533200|1027|125|1|532|0|A|2025-06-02
510534295|1027|125|1|532|0|A|2025-06-02
510539711|1027|125|1|532|51|P|2025-06-02
510543241|1027|125|1|532|63|P|2025-06-02
510552041|1027|125|1|532|42|F|2025-06-02
510553545|1027|125|1|532|53|P|2025-06-02
510553558|1027|125|1|532|55|P|2025-06-02
510555110|1027|125|1|532|46|F|2025-06-02
510555829|1027|125|1|532|33|F|2025-06-02
510556899|1027|125|1|532|46|F|2025-06-02
510564099|1027|125|1|532|45|F|2025-06-02
510564948|1027|125|1|532|42|F|2025-06-02
510582473|1027|125|1|532|0|A|2025-06-02
510582638|1027|125|1|532|34|F|2025-06-02
510589600|1027|125|1|532|47|F|2025-06-02
510590581|1027|125|1|532|0|A|2025-06-02
510591383|1027|125|1|532|36|F|2025-06-02
510591972|1027|125|1|532|0|A|2025-06-02
510592083|1027|125|1|532|39|F|2025-06-02
510593015|1027|125|1|532|0|A|2025-06-02
510593159|1027|125|1|532|43|F|2025-06-02
510593411|1027|125|1|532|0|A|2025-06-02
510604913|1027|125|1|532|40|F|2025-06-02
510605992|1027|125|1|532|38|F|2025-06-02
510608609|1027|125|1|532|37|F|2025-06-02
510618597|1027|125|1|532|0|A|2025-06-02
510619167|1027|125|1|532|0|A|2025-06-02
510624784|1027|125|1|532|39|F|2025-06-02
510627688|1027|125|1|532|49|F|2025-06-02
510627103|1027|125|1|532|39|F|2025-06-02
510634694|1027|125|1|532|45|F|2025-06-02
802811484|1027|125|1|532|0|A|2025-06-02
802811485|1027|125|1|532|42|F|2025-06-02
802811486|1027|125|1|532|0|A|2025-06-02
